Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9
0.22590686,0.036906574,0.012168127,0,0.050362255,0.010485551,0.14699276,0.28562334,0.028339073,0.20285983
0.16643791,0,0,0,0.14484155,0,0.36347535,0.20615509,0,0.11479994
0.09917467,0,0,0,0.022637393,0.18382497,0.3174434,0.14846496,0.055034395,0.16413641
0,0,0,0.03974983,0.13219562,0,0.237245,0.1691069,0.19287266,0.22709626
0.035655208,0,0,0.027027296,0.017522937,0.012031642,0.6300236,0.18483354,0,0.0905005
0,0,0.021879882,0,0.0733241,0,0,0.82022154,0.07812208,0
0.02918203,0,0.053535745,0.36238667,0.43396327,0,0,0,0,0.11543835
0,0,0,0.1950533,0.42968765,0,0.030356597,0,0,0.33749002
0.086737834,0,0,0.036606263,0.04977711,0.018469933,0,0.11006704,0.6481913,0.04789274
0.65964353,0,0,0.036199797,0,0,0,0,0,0.2990438
0.4146217,0,0,0.0157351,0.013704181,0,0.06273171,0,0.44193724,0.046607308
0.037580837,0.0128781805,0.08278357,0.15817307,0.19213411,0.01630228,0.012940016,0.29797852,0.13322939,0.05600003
0.14170933,0,0,0.16584069,0.23507915,0,0,0.123270005,0.23952673,0.087552704
0.2631979,0,0,0,0.6379158,0,0.028881822,0.03962319,0,0.026803382
0.04814533,0,0,0.2627182,0.10138046,0.50239223,0,0,0.038667284,0.044271555
0.050875876,0.020042714,0.0176947,0.029641982,0.23671111,0.18978953,0,0.282529,0.1716724,0
0,0.037422813,0,0,0.23384604,0.28154546,0,0.19193521,0.246319,0
0.26985678,0.1478213,0,0,0.054219984,0,0,0.2935863,0.23168874,0
0.05717911,0,0.017642004,0.050224017,0.14191136,0,0,0.047568414,0.13720638,0.545564
0.27633274,0,0,0,0.18767506,0,0,0.03321965,0.35444197,0.1433204
0.35988835,0,0,0.1223322,0,0,0,0.023009919,0.3954313,0.093083166
0.039581675,0,0,0,0,0,0,0.5526204,0.07107881,0.32719883
0,0,0.108390614,0.13762043,0,0,0,0,0.2510945,0.49834785
0.016279876,0,0,0,0.29158708,0,0.06970279,0.21915698,0.09952234,0.29129043
0,0,0.027638974,0.03168898,0.17363036,0,0.32393965,0,0,0.43814898
0.38453078,0,0,0.036970098,0.054942265,0.027227601,0,0.026813181,0.25748312,0.2088728
0.31006545,0,0,0,0.23469462,0.016780779,0,0,0.4308598,0
0.35425237,0,0,0,0,0,0,0,0.22448978,0.40913513
0.3285064,0,0.15140769,0.18730141,0.32572255,0,0,0,0,0
0.24423033,0,0,0,0.105722345,0,0,0,0.1816955,0.46380556
0.17748488,0,0,0.019755894,0,0.033386767,0,0,0.7283906,0.037104867
0,0,0,0,0,0,0,0,0.31981352,0.6713901
0.08794426,0,0,0,0.023081766,0,0,0.20278606,0.45913354,0.20831113
0.34738758,0,0,0.21243559,0,0.01883692,0,0.07462982,0,0.34203184
0.22265004,0,0,0,0,0,0,0,0.15161343,0.6170884
0.01728533,0,0,0.010393317,0.08261815,0,0,0.047245026,0.4499382,0.38240096
0,0,0,0.01902171,0,0,0,0,0.24964443,0.72038656
0.12516624,0,0,0,0.09038228,0,0.03806258,0.09427622,0,0.64214927
0.024008065,0,0,0.047427326,0.06304353,0.07274659,0,0.16634224,0.14411253,0.47983807
0,0,0,0.011755121,0.14483076,0.035486862,0.022270093,0.046506137,0.25551715,0.4803312
0,0,0.029801873,0.026538834,0.021423021,0,0,0.47153643,0.16097711,0.28590816
0.29441106,0,0,0.12189028,0,0,0,0.0675961,0.21240951,0.2992227
0,0.0701051,0,0,0.26882693,0,0,0.5098747,0,0.1433959
0,0,0,0,0.57504267,0,0,0.030742181,0,0.38784793
0.06646585,0,0,0.044736132,0,0,0,0.24232884,0.5435829,0.09107506
0,0,0.16974388,0,0.5979443,0,0,0,0.13442022,0.09354003
0,0,0,0,0.31945354,0.15221636,0,0.32291323,0,0.20005709
0.07037362,0,0,0.014006666,0.03206975,0,0,0.7572668,0,0.11977408
0,0,0,0.13858947,0.39098305,0,0,0.052164003,0.41005018,0
0.015797531,0,0.029564157,0.07102274,0.2756368,0,0,0.112530835,0.15947749,0.3328757
0.017054921,0,0,0.108354844,0.15150891,0,0,0,0.4342246,0.2831732
0,0,0.026596783,0.033605758,0,0,0,0,0.22522177,0.7069752
0.058213495,0,0.024223823,0.14329562,0,0,0,0.17319377,0,0.5948128
0,0,0.033340544,0,0.13846637,0.18002135,0.38468942,0.24317616,0.017780052,0
0,0,0,0,0.48351443,0.106689036,0,0,0.36867595,0.03709229
0,0,0,0,0.21683022,0,0.27299333,0,0.30291247,0.20373154
0.593043,0,0,0,0.1416624,0,0.021051379,0.1174793,0,0.12154919
0.17486861,0,0,0.117228255,0.05730375,0,0,0.21718505,0.42187443,0
0,0,0,0.19329269,0.36673093,0,0,0.053344805,0,0.37988788
0,0,0,0,0.27582398,0.027187634,0,0.51388913,0.17709506,0
0.027053399,0,0,0.03242412,0.52348655,0,0,0.087274544,0.2520586,0.074394524
0.08555045,0,0,0,0.08565702,0,0,0,0.47738132,0.31979093
0,0,0,0,0.20672071,0.020254128,0.6904081,0.07316917,0,0
0,0,0,0,0,0,0,0,0,0.9549832
0.37257794,0,0,0.49291444,0,0,0,0,0,0.120780215
0,0,0,0,0,0,0,0,0.9470435,0
0.038104407,0,0,0,0,0,0,0.23085551,0.6544456,0.06674874
0,0,0,0,0,0,0,0,0.66110843,0.3138878
0,0,0,0.108696215,0.17422394,0,0,0.5364399,0,0.15454702
0,0,0,0,0,0.08209029,0,0,0.46949056,0.40950432
0.121822886,0,0,0,0,0,0,0,0.76883596,0.0934133
0,0,0,0,0,0,0,0,0,0.96665233
0,0,0,0,0,0,0,0.292603,0,0.6346147
0,0,0,0,0,0,0,0.1713446,0.21352653,0.60215515
0,0,0,0,0,0,0,0.6177966,0.3288632,0
0.100174,0,0,0,0.06393248,0,0.16762316,0.16295469,0,0.49736226
0.5216108,0,0,0,0.0511985,0,0.3025126,0.047595933,0,0.06796503
0,0,0,0.045392826,0.062485944,0,0,0.077329956,0.64844006,0.15317783
0.2164521,0,0,0,0.17189105,0,0.0738928,0,0.39529178,0.13055022
0.07129567,0,0,0.095637135,0,0,0.15158637,0,0.6564357,0
0,0,0,0,0,0,0,0,0,0.95713556
0.29976118,0,0,0,0,0,0.09815136,0,0.5019808,0.08543842
0.3749504,0,0.28494564,0,0,0,0,0,0.32713136,0
0.66896844,0,0,0,0,0,0,0,0.11584205,0.19574115
0,0.10246082,0,0,0,0.08975304,0,0.21231718,0.5620842,0
0,0,0,0,0,0,0,0,0.67476654,0.2807789
0,0,0,0,0.18406686,0,0,0.19068328,0,0.5668625
0.45299083,0,0,0,0.5303374,0,0,0,0,0
0,0,0,0,0.28713885,0,0,0.67951334,0,0
0,0,0.28735086,0,0,0,0,0.059405513,0.25688443,0.38928643
0,0.04203105,0,0,0,0,0,0,0.54369694,0.40025514
0.036483314,0,0.08068495,0,0.24154443,0.12966807,0.06859059,0.019317491,0.35598764,0.06667456
0,0,0.14496939,0.08518583,0.28696194,0.16150838,0.06704594,0,0.052430782,0.19437213
0.18829727,0,0,0.10439507,0.028360514,0.09768832,0,0,0.1576076,0.4208723
0.017538415,0,0.049901877,0,0.44510573,0.05137088,0,0.021303855,0.41321486,0
0.13778327,0,0.013140839,0.12920608,0.19225325,0.04957703,0.20411743,0,0.18790902,0.085215345
0.10250803,0,0.029012067,0.057446882,0.15430714,0,0.32374173,0.26629037,0,0.06556506
0.039039798,0.10155175,0,0,0.3584514,0.010630152,0.46370214,0.02505419,0,0
0,0,0.028212763,0,0.3198677,0,0.24755304,0.32556427,0,0.07253798
0,0.20581627,0,0,0.46843037,0,0.12420243,0.098014005,0.10124042,0
0.09255538,0,0.061507568,0.027336882,0,0.039473064,0,0.093390785,0.5932947,0.090200044
0.077345185,0,0,0,0,0.010579449,0.05570165,0.034062386,0.41768867,0.40182242
0.112917736,0,0,0.04087237,0.19369051,0.019968748,0,0.15719084,0.24734698,0.22542064
0,0,0,0,0,0,0.012710059,0,0.019644344,0.93380165
0.014073875,0,0,0,0.5676401,0,0,0.30442286,0.1054422,0
0,0,0,0.056856498,0,0,0,0,0.93689156,0
0,0.028145365,0.017953448,0.022000339,0.093027726,0,0,0.34059003,0.036335565,0.45940137
0,0.010479054,0,0,0.6303905,0.022483299,0,0.17282906,0.04639435,0.11548108
0,0,0,0,0.10299076,0,0,0.17373212,0.5144348,0.20379546
0,0,0,0.064921975,0.2534205,0,0,0,0.16247635,0.5120367
0,0,0.025043318,0.050732262,0,0.011964775,0,0.059448242,0.28758875,0.562779
0.06588395,0,0.022688046,0,0.22589615,0,0,0,0.037870545,0.63602626
0,0,0,0.01484064,0.012536687,0,0,0.11836422,0.0792725,0.7655497
0,0,0.011994331,0,0,0.0978763,0.03667673,0.15922159,0.02263701,0.6672317
0,0,0,0,0.14886105,0.30752534,0.044991676,0.1338906,0.22878473,0.13217026
0.2493363,0,0,0.029969314,0,0,0,0.12644067,0.11186185,0.471559
0,0,0.034642722,0,0.1371966,0,0.020375734,0.10982392,0.30095324,0.38633665
0,0,0,0,0.43432757,0,0,0,0.054814685,0.5078903
0,0,0,0,0.2529645,0.012482806,0,0.14035748,0.062368967,0.5294203
0,0,0,0.018466113,0.22176622,0.19656263,0,0.2077603,0.083434604,0.26942438
0,0,0,0,0.13002537,0.2450394,0,0,0.055631742,0.5673857
0,0,0,0,0.03918264,0.12219672,0,0,0,0.8347307
0.07894019,0,0,0,0.26891568,0,0,0,0.08327454,0.5642519
0,0,0.016748236,0.100925185,0.1192331,0,0,0.41847,0,0.34182668
0.13442925,0,0.04446602,0,0.087015614,0,0,0,0.15838094,0.5702074
0,0,0,0,0.124642335,0,0.105267294,0.15462692,0.22641368,0.38651004
0.031038702,0,0,0,0.109676845,0.09090124,0.02260389,0.25029624,0.08933433,0.40458542
0.06331398,0,0,0.03396526,0.020201338,0,0,0,0.18431792,0.69293356
0.04887114,0,0,0,0.23911326,0.043525603,0,0.15605743,0.15612575,0.35072693
0.08404458,0,0,0,0.06653296,0,0,0.25705397,0.09724105,0.49077275
0,0,0,0.020875286,0,0,0,0.043720447,0.6210031,0.3047155
0,0,0,0,0,0,0,0,0.52636987,0.4595833
0.11125066,0,0,0,0,0,0,0.06543425,0.7271597,0.09244784
0.05984571,0,0.050175957,0,0,0,0.12337261,0.23685268,0.52364314,0
0.39690876,0,0,0,0,0,0.041532584,0.1318618,0,0.42146805
0.35678726,0,0,0.02673925,0.05793,0.012612987,0,0.07930702,0.33454904,0.1296917
0.24300562,0,0,0.15213515,0.09399464,0,0,0,0.35757053,0.14603883
0.17268278,0,0.0835936,0,0,0,0.074026205,0,0.4607232,0.20509143
0.33447987,0,0.059326854,0.07177164,0,0,0,0.1392206,0.16441691,0.22612928
0.21441533,0,0,0.015866676,0.20945741,0.02128232,0,0,0.12425542,0.40873334
0.09032178,0,0,0.014783719,0.015662432,0,0,0.10319817,0.51552594,0.24979474
0.061456677,0,0,0,0.11012168,0,0,0,0.31256324,0.50081587
0,0,0,0,0,0.16411152,0,0,0.12699582,0.69371206
0,0,0,0,0,0.15392047,0,0,0.2167749,0.616091
0.3115409,0,0,0.069394365,0.023593657,0.1102081,0,0.06424694,0.15336107,0.2642046
0.2184186,0,0,0,0.25659433,0,0,0.099735014,0.22597182,0.19726203
0.42839816,0,0,0.026008334,0,0,0.025862124,0.053662673,0.23393142,0.22731052
0.2354414,0,0,0.2255068,0,0.1909081,0,0,0.3348041,0
0.21035461,0,0,0,0,0,0,0,0.6033041,0.17847212
0,0,0.0169248,0,0.023054903,0,0,0,0.33568284,0.61340123
0.21466406,0,0,0,0,0,0,0,0.7693311,0
0.32036692,0,0.015479135,0,0.13115671,0,0,0.024522554,0.48946756,0.016401371
0.17642273,0,0,0.07159029,0,0.020040732,0,0.07282465,0.2167767,0.43554112
0,0,0,0,0,0.26070046,0,0,0,0.72361046
0,0,0,0,0,0,0,0,0.30529255,0.67768145
0.17264403,0,0,0.06523798,0.10126618,0,0,0.02064374,0.15375596,0.47490934
0.31385884,0,0,0.07200282,0,0,0,0.13234673,0.34792933,0.12549685
0.045897633,0,0,0,0.38660425,0,0,0.16122861,0.19142005,0.20989442
0.41639587,0,0,0,0.087988175,0.020234099,0,0,0.46092454,0
0.07705582,0,0,0,0,0,0,0,0.061572775,0.8500748
0.20649551,0.027993567,0,0,0.24133763,0,0,0,0.31151482,0.20806733
0.059181206,0,0,0.021926016,0.017891066,0,0,0.017702285,0.19820248,0.6806498
0,0,0,0,0.37891555,0,0,0.26221287,0.23936349,0.11462787
0,0.023056062,0,0,0.25500804,0,0.15986574,0.14618495,0,0.40499955
0,0,0,0.051997103,0,0.022832999,0.064180575,0.063792564,0.09470069,0.6950624
0,0,0,0.07987828,0.08662718,0.05402893,0,0,0.29150727,0.47937393
0.041408416,0,0,0,0.02854397,0,0.14056137,0.22250111,0.13519423,0.42761683
0.053185526,0,0,0.018790375,0,0,0.040090263,0,0.8163652,0.06410168
0.05858815,0,0,0.026274692,0.053868316,0,0,0,0.059730724,0.7942801
0,0,0,0,0,0,0,0.14288637,0.25155857,0.5958238
0,0,0,0.09771584,0,0,0.11070588,0,0.631775,0.15289558
0,0,0,0.09888499,0.08250123,0.13493624,0,0.13025515,0.44677565,0.102195404
0.07585147,0.28674605,0,0.05417769,0.058554053,0.04070182,0,0,0.19100115,0.28539371
0.046760485,0,0,0,0,0.11523678,0,0,0.03720259,0.79641473
0.02290227,0,0,0,0.13460648,0,0,0,0.3749414,0.4629989
0.11564676,0,0.015061353,0,0,0.15121035,0,0.13998413,0.048000522,0.51891536
0.554942,0,0,0,0,0,0.016627626,0.055617243,0,0.36784354
0.40908748,0,0,0,0,0,0,0.10409373,0.19026688,0.2886427
0.31242344,0.01926761,0,0,0,0.060843,0,0.10702047,0.100138664,0.39393112
0.2614599,0,0,0,0.115650624,0,0,0.15009578,0,0.46368945
0.042964615,0,0,0,0.1645095,0,0,0,0.05392939,0.7282439
0.24787234,0,0,0.07956502,0,0,0,0.19816862,0.45620117,0
0.3828552,0,0,0,0,0,0.06350777,0,0.25475806,0.29310086
0,0,0,0,0.053805504,0,0.13204743,0.22684719,0.34409305,0.23838916
0.08717359,0,0,0,0,0.10367274,0,0.15503228,0.41605046,0.2316578
0.33843514,0.0124764675,0,0,0.0812114,0,0,0.1412828,0,0.42126787
0.55282986,0,0,0.019967174,0,0.07052133,0.020895623,0.108828865,0.064351276,0.15911125
0.22478338,0,0.116932675,0.014808635,0,0.051228013,0.07259238,0,0.1568698,0.34833357
0.60245883,0,0,0.108385235,0,0,0,0.09657785,0,0.18346192
0.36737758,0,0.016313845,0,0,0,0,0,0.31130216,0.29358384
0.046641663,0.010877062,0,0,0.11359684,0,0.06555409,0.067306444,0,0.683146
0.4301479,0,0,0.3514672,0,0,0,0.0714168,0,0.12075771
0.33042076,0.012297987,0,0,0,0,0.058988757,0.09413822,0.26029918,0.23954782
0.536342,0.025634274,0,0,0,0,0.016194414,0.03971726,0.11204293,0.26675743
0.21022272,0.017951922,0.012976932,0,0.02286626,0.036880847,0.03163189,0.28756657,0.30971697,0.06850342
0,0,0,0.020294521,0,0,0,0,0.41461658,0.555361
0.24644148,0,0,0.015589455,0,0.04759418,0.21527964,0.24257688,0.12242017,0.1064351
0.27899,0.010362999,0,0.012583148,0.029920477,0.04817348,0.053381912,0.041694228,0.16480525,0.35918507
0.5255011,0,0,0,0,0,0.0976942,0.19044149,0.17098384,0
0.02338402,0,0,0,0,0,0,0.36891696,0.45555335,0.1461981
0.4897863,0.010691823,0,0.015457631,0,0,0,0.07708154,0.050556123,0.35260534
0,0.019627782,0,0,0,0.12698177,0,0.20564856,0.24776879,0.39329797
0.31158254,0,0,0,0,0,0.0870806,0.21928595,0.015129681,0.35849154
0.018794661,0,0,0,0.3261925,0,0,0,0,0.64763856
0.06978082,0,0,0,0.055296075,0,0,0.27972683,0.22782175,0.35793224
0.6660699,0,0.01205486,0,0,0,0,0,0.084038414,0.23116244
0.20880988,0.023653826,0.011024452,0,0,0,0.122474104,0.33749154,0.14556052,0.1476779
0.24579197,0,0,0,0.028056258,0,0.09602335,0.29770467,0.1723828,0.15431736
0.28402263,0,0,0.056509458,0,0,0.0315478,0.1089914,0.19886354,0.3142355
0.08658993,0,0,0,0,0,0,0,0.6207031,0.28784192
0.63016397,0,0,0,0,0,0.046926215,0,0.20268144,0.1113533
0.21918854,0,0.014678408,0,0,0,0,0.02113577,0.33219174,0.40613344
0.115010515,0,0,0,0.09975172,0,0,0,0.2649183,0.513716
0.13403521,0,0,0,0,0,0.032386634,0.28568596,0.14075683,0.40222082
0.15636368,0,0,0.015925774,0.21424927,0,0,0.18638185,0.30062708,0.11784107
0.04119876,0,0.023168895,0,0,0.024375642,0,0.041954458,0.31197324,0.55434126
0.03279231,0,0,0.029597027,0.32319385,0.17183995,0,0.12695912,0.15562192,0.15604359
0,0,0,0,0.1425686,0,0,0.08358008,0.22088273,0.5390035
0,0,0,0,0.47357562,0,0,0,0.12853844,0.39066786
0.18043943,0.019110117,0.01653982,0,0.090249345,0.10484747,0,0.2079072,0.28844327,0.0908974
0.16518925,0,0,0,0.21482438,0,0,0,0,0.5661316
0.04483085,0,0,0,0.36798158,0.07759411,0,0,0.19611284,0.30612075
0,0,0.023975799,0.06703299,0,0.09300105,0,0.26251006,0.10443017,0.44449756
0.14986557,0,0,0,0.015243504,0,0.054967605,0.16418846,0.188077,0.425166
0,0,0,0,0.20156172,0.022147773,0.055801246,0.2708682,0.44645,0
0.18425867,0,0,0,0,0,0,0.2772236,0,0.5229418
0,0,0,0,0.24982087,0,0,0,0.3331752,0.39699063
0.08167183,0,0,0.013934849,0,0,0.022557966,0.16752446,0.12363393,0.58645844
0.052975442,0,0,0,0.21985245,0.17973848,0.026705181,0.05590136,0.21421388,0.2488658
0,0,0,0,0.035505295,0,0,0.30568314,0,0.65483326
0,0,0,0.06574524,0,0,0,0.36199972,0.33594912,0.23157264
0.18292056,0.011048188,0,0,0,0,0,0.16388687,0.56547576,0.06349264
0,0,0.019034324,0.07262055,0,0,0,0.35933086,0,0.5386301
0,0,0.062226772,0.0961442,0.05089359,0.1676381,0.07135621,0.23079617,0,0.3177797
0.1565024,0,0.0105833,0,0.022031346,0.14174339,0.041920546,0.17907302,0.28671423,0.16042231
0,0,0,0,0,0,0.7234149,0.22949125,0,0
0,0,0,0.036064044,0.24043667,0,0,0.22409944,0,0.48634714
0.12526865,0.012382415,0.011821947,0,0,0,0,0.33924714,0.32742167,0.179596
0,0,0,0,0,0,0,0.4666687,0.5047438,0
0.1622972,0.60871327,0.06745909,0,0,0,0,0,0.12301146,0.034815513
0,0.3412727,0,0.31680515,0.08032686,0.08378513,0.16665824,0,0,0
0.077263646,0.5042984,0,0.16650787,0,0,0.24254483,0,0,0
0.39148363,0,0.0134588,0.020214392,0.14095719,0,0,0.06939046,0.2632249,0.09726109
0.22732605,0,0,0,0,0.028586013,0,0.029627103,0.49688202,0.20795171
0,0.03684636,0,0,0.2932135,0.29375395,0.05089397,0.03209889,0,0.28640684
0.1190174,0,0,0.0673095,0.12107175,0,0,0.1638395,0,0.52294505
0,0,0,0,0,0,0,0,0.64247346,0.34558246
0,0,0.012280639,0,0.044866636,0,0,0.03299101,0.25671318,0.64871675
0,0,0,0,0.13609786,0,0.08908075,0.25212103,0.13842934,0.38112247
0,0,0,0.03645377,0,0,0,0,0,0.94001144
0.019316982,0,0,0.038765118,0.430129,0,0,0,0.05408331,0.45350164
0.030933337,0,0.010749066,0,0.3406286,0,0.024416497,0,0.31170002,0.2786929
0,0,0,0,0.14183654,0,0,0.081019245,0.26580963,0.49955407
0.074861266,0,0,0.036087327,0.17552158,0,0,0.22513427,0.31171238,0.17342848
0,0,0,0,0.4569604,0,0,0,0.103166275,0.43300885
0.04863069,0,0,0.05196027,0.1661388,0,0,0.14383893,0.36324647,0.22366597
0,0,0,0,0.06422292,0,0,0.058801692,0.40061527,0.46444625
0.11009681,0,0,0,0.04023875,0,0,0.10025903,0.6332738,0.10898422
0.3156259,0,0,0.04458636,0,0.027930137,0.04354716,0,0.5225704,0.041690927
0,0.019336537,0,0,0.05903343,0.17198032,0.12770146,0,0.5179264,0.10150395
0,0,0.030345099,0,0.27791116,0.09019103,0,0.10249902,0.47820234,0
0,0,0,0,0.34700426,0,0,0,0.39786458,0.24707456
0.032125823,0,0,0.012928261,0,0,0.01379441,0.04417641,0.30507076,0.5885411
0.07596991,0,0.029581062,0,0.054379802,0.017888123,0,0.15984686,0.31342378,0.3445553
0.13420841,0,0.029232763,0.016792992,0.029852672,0,0,0.30756828,0.38326243,0.09630132
0,0,0,0.0134048285,0.0109645305,0,0,0.102404125,0.54383045,0.32357883
0.22818226,0,0,0.07754653,0,0,0,0,0.24534133,0.44142243
0,0,0,0,0.28879887,0,0,0.045568574,0.6594897,0
0.13238384,0,0,0,0,0,0.023533532,0.19936863,0.35177454,0.2860876
0,0,0.019025177,0,0.14437762,0,0,0,0.4327721,0.38443616
0.03986449,0,0,0.031211732,0,0,0,0,0.7041007,0.21369272
0,0,0,0.032971952,0,0,0.033115488,0,0.4637623,0.46534678
0,0,0,0.014718376,0.27895093,0,0,0,0.0945717,0.6071061
0,0,0,0.20433758,0.07473044,0,0,0,0.35628805,0.36041775
0.1435299,0,0,0.08949343,0.06161193,0,0,0,0.41164497,0.28965124
0,0,0,0.064950906,0.08167277,0,0,0,0.61276686,0.23177825
0,0,0,0.1460366,0.016731838,0,0,0,0.15605053,0.6666873
0.014727229,0,0.021342667,0.17357083,0.064218365,0,0,0,0,0.7160616
0,0,0,0.110221244,0.030108191,0,0,0,0.21925035,0.6295029
0,0,0,0.18596227,0,0,0,0,0.30683735,0.5014596
0,0,0.044371344,0.24874653,0.03533242,0,0,0.16668868,0.5009826,0
0,0,0,0.036663543,0.25637558,0,0,0,0.05959779,0.63664603
0.037143394,0,0,0.055684444,0.102242835,0.14662048,0,0,0.26488477,0.3806344
0,0,0.01905476,0.05212057,0.059110615,0.38290742,0,0,0.15286665,0.33161342
0.037448227,0,0,0.03845584,0.16072594,0,0,0,0.20854944,0.5507201
0,0.087716386,0,0,0.2870347,0.24924305,0,0.029834434,0.06587616,0.27884513
0,0,0,0,0.25509644,0,0,0,0.3103903,0.4285291
0,0,0,0,0.3384466,0.03262615,0,0.05923537,0.48056585,0.08524712
0,0,0,0.022335058,0,0,0,0,0.5030184,0.4663111
0.12625358,0,0,0,0,0,0,0.028219398,0.61941874,0.21764247
0.063614525,0,0.018989427,0.17406525,0.027973317,0,0,0.15001997,0,0.56261337
0,0,0.020702736,0.14778587,0.075758606,0,0,0,0.27953193,0.4711154
0,0,0,0.117836244,0.4098674,0,0.0696497,0,0.39514112,0
0,0,0.023238895,0,0.070181504,0,0,0,0.48363203,0.41619965
0,0,0,0.058842618,0,0,0,0,0.8107842,0.11850221
0,0,0.10534818,0.06229803,0.09134832,0.063135825,0,0,0.41949707,0.25536337
0,0,0.01314787,0.034096293,0,0.09147895,0,0,0.32281289,0.5326485
0.010177447,0,0,0.11887522,0.27976012,0,0,0,0,0.5868982
0,0,0,0,0.6290927,0,0,0,0.36711472,0
0,0,0,0.07391381,0.20591512,0,0,0,0.5570436,0.15280308
0.06958226,0,0,0.12606288,0.04498907,0.018554065,0,0,0.29544935,0.4421606
0,0,0,0.03414217,0.5779449,0.11910382,0,0,0,0.26419166
0,0,0.013390912,0.17720814,0.12837626,0.16153313,0,0,0.34434476,0.1723489
0,0,0,0.31110993,0.32369706,0,0,0.0769788,0.2723922,0
0,0,0,0.017185336,0.053043976,0.40665546,0,0,0.23047638,0.29059732
0.07077729,0,0.035268266,0.09458909,0.18460193,0.35565397,0,0,0,0.24836054
0.03145155,0,0,0.05415448,0.21969607,0.01876113,0,0.38969046,0,0.28273016
0,0,0,0.051656432,0,0.03831671,0,0,0.45420083,0.44700074
0.17398365,0,0,0.11315618,0.013321427,0,0,0,0.18998994,0.49785274
0.0320091,0,0.034313947,0.2549613,0.08695262,0,0,0,0.20976183,0.37857893
0,0,0,0,0.2852547,0,0,0,0.25316346,0.4522416
0,0,0,0.21199873,0.16186251,0,0,0,0.08000155,0.5341883
0.09670346,0,0.044820644,0.3372644,0.2650129,0,0,0,0.14069831,0.110899255
0,0,0,0,0.18742046,0,0,0,0.5345921,0.27224663
0,0,0,0.10739536,0.01580388,0,0,0,0.33354238,0.53673357
0,0,0,0.0861368,0.37928653,0,0,0,0,0.5271283
0,0,0.010040741,0,0.19822341,0,0,0.080165975,0.30514106,0.40358618
0,0,0.03232327,0.029841257,0.36105615,0,0,0,0.21534881,0.3570821
0,0,0,0,0.033101503,0,0.7418888,0.092702225,0.01497522,0.09940042
0.031416357,0,0,0,0.017655335,0.024091352,0.62878984,0.1541645,0,0.13936654
0.0520181,0,0,0,0.14124154,0.012025057,0.62640554,0.03930448,0.05053413,0.07037731
0.053885013,0,0,0.017317263,0.03643056,0.010052786,0.61845404,0.10409204,0.025393683,0.13357198
0,0,0,0,0.084764265,0.013950522,0.53571486,0.1568493,0.19128709,0
0.042510472,0,0,0,0.21871458,0.034735713,0.57539743,0.11839038,0,0
0,0,0,0.046921592,0.015338395,0.04127193,0.54991865,0.16133867,0,0.18311389
0,0,0,0,0.2797482,0.01067023,0.5576755,0.030166587,0.020884167,0.099619426
0,0,0,0.02004593,0.010552765,0.11593566,0.59257036,0.14865853,0,0.099699415
0,0,0,0.030108133,0.11593915,0,0.31664512,0.06703959,0.10357333,0.35867825
0.059024103,0,0,0,0,0.03873795,0.62288487,0.1508217,0.02532534,0.09724955
0.04935082,0,0,0,0.05814773,0.028752076,0.6083096,0.062972665,0.057553787,0.11705091
0,0,0,0.048011895,0.05530022,0.1875113,0.52840155,0.09057718,0,0.08923062
0,0,0,0,0.09193453,0,0.6674777,0.11411126,0,0.12111671
0.03302227,0,0,0,0,0,0.44260767,0.08599572,0,0.43182176
0.015501129,0,0.014003738,0,0,0.063584104,0.80343,0.071970835,0.013574391,0.016673526
0.01377635,0,0,0.043791186,0.025842708,0,0.63925296,0.1894677,0,0.08612766
0.015340751,0,0,0,0.018484352,0.012313846,0.6342673,0.17502345,0.03901997,0.096454315
0.03986229,0.053936947,0.087666444,0,0.25662562,0,0,0.44624045,0.10985347,0
0.21759474,0,0,0,0.060554307,0,0,0,0.7088804,0
0.110937655,0,0.03569968,0.34620962,0,0.05231478,0,0.32694635,0.11494157,0
0,0.027470674,0,0,0,0.49648768,0.024559844,0.29482204,0.15024653,0
0.19999264,0.012064739,0,0,0,0,0.06671273,0.46748328,0,0.24810252
0.07654893,0,0.03818044,0.085349865,0.34924442,0.024739875,0,0.2031038,0.06946042,0.15069906
0.10928892,0,0,0,0,0.015449684,0.058704965,0.61085874,0,0.19859928
0.025505016,0.16884463,0.102569774,0,0.099733226,0.024440264,0,0.29368442,0.041501246,0.24204835
0.14887168,0,0.01623513,0,0,0,0,0.16674444,0,0.65931726
0.2742364,0,0.031815812,0,0,0,0.0570099,0.029482724,0.065413125,0.5380432
0.0176493,0,0.017301971,0,0.1166109,0,0,0.3286436,0,0.51128405
0.034854833,0,0,0,0.7813002,0,0,0.1331925,0.048270065,0
0.14173603,0,0,0,0.06272468,0,0.30572295,0,0,0.48613328
0.17250939,0,0,0,0.17960145,0,0,0.051257625,0.14488596,0.4415181
0,0,0,0.06369363,0,0,0,0,0.58304554,0.34589034
0,0,0.28948855,0,0.2261649,0,0,0.062060725,0.21689655,0.20218213
0.15531594,0,0.011531492,0.2777484,0.23016737,0,0,0,0,0.32236132
0,0.021306105,0.23586008,0.040255643,0.22206882,0,0.118721694,0.078058,0.20916976,0.07316345
