Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9
0.21648595,0,0,0.12832753,0,0,0.02280679,0.11693753,0.19762115,0.31411028
0.33796635,0.13688876,0.025521355,0.2576265,0.0691897,0,0,0,0.15604573,0.013054069
0.18447742,0,0,0,0,0,0.050827976,0.18982324,0.35271302,0.20757173
0.14627002,0,0,0.050938506,0,0.026870802,0.03739337,0.24503183,0,0.49020946
0,0,0.010604776,0,0.19106843,0,0.10809727,0.41311553,0.21218126,0.060106732
0,0,0,0,0,0.061330542,0.7878015,0,0.13456713,0
0,0,0,0.017491259,0.19179977,0.088711366,0,0,0.30153966,0.3925081
0.22547184,0,0,0,0.043226644,0,0.106020175,0.28639686,0.12431784,0.20089361
0.25561553,0,0,0,0,0,0.08296295,0.04144783,0.438125,0.17877583
0.044261537,0,0,0,0.21743977,0,0,0,0.23297095,0.5015756
0.057928003,0,0,0,0,0,0.12933713,0.2702574,0.1709969,0.3688462
0,0,0.024019279,0,0,0,0.01685813,0,0.20350371,0.750965
0,0,0,0.092201896,0,0,0.23154314,0.41439033,0.15092133,0.10631061
0.028881077,0,0.010457693,0.04381922,0.2404886,0,0,0.06823307,0.06932938,0.53729707
0.15191638,0,0,0,0,0,0,0.16338456,0.11087651,0.5692363
0.0845183,0.43838453,0,0.056114357,0.25298584,0,0,0.03262195,0,0.13152696
0,0,0,0,0.29621685,0,0.10336942,0.20234929,0.1282955,0.2661569
0,0.030690754,0,0,0.17509861,0.024079291,0,0.3052458,0.14878352,0.31030115
0,0,0.02167578,0.058759388,0.45329997,0,0.06396002,0,0,0.39698052
0.07318275,0.05148002,0,0.11800769,0,0,0.03433273,0,0,0.71803707
0.096234396,0,0,0,0.47615203,0.0538501,0,0.27628282,0.0756623,0.017763924
0.06474392,0,0,0,0.58116424,0.019055992,0.20824009,0.11993377,0,0
0,0,0.031010069,0.061902177,0.43753776,0,0.04746648,0.34604532,0.0733146,0
0,0,0.08635906,0,0,0.0605843,0,0.092012525,0.23393473,0.5228338
0,0,0,0,0.3460868,0,0.043454457,0.23680443,0,0.36650953
0,0,0,0,0.049516007,0,0.32972667,0.42446947,0,0.18675943
0,0,0,0,0.7223281,0,0,0.1880576,0,0.075587586
0.35140282,0,0,0,0.2699536,0,0,0.036318656,0.053464033,0.28219104
0,0,0.012597362,0,0,0.10761931,0,0.15265153,0.024768196,0.6993639
0,0,0,0,0.23369631,0.107619084,0,0.19045484,0.12113489,0.33290663
0.056535915,0,0,0,0,0.04369846,0.07731931,0.2286218,0.102886386,0.48689586
0,0,0,0,0.53775346,0,0.07722476,0.12639686,0,0.24844298
0.032391764,0,0,0,0.3120777,0,0.060215488,0.022915345,0,0.5546619
0,0,0.040220585,0,0.17419058,0.3770873,0,0.07119311,0.25460693,0.07775401
0,0.048757985,0.011949261,0.016492063,0.11451346,0.2415397,0.19551793,0.16688499,0,0.20221485
0,0,0.12814805,0,0.34203592,0.044454213,0,0.1512846,0,0.3261361
0,0,0,0.1653111,0.08279785,0,0.14279282,0.54527366,0,0.060173195
0,0,0,0.030446917,0.45126787,0,0.07550845,0.18030828,0,0.2573113
0.23500998,0,0,0.08234788,0,0,0,0.11496667,0.20709898,0.3526322
0.053549595,0,0.014262877,0.016836803,0,0,0,0.4393869,0.12233961,0.3483432
0.010105299,0,0.6232018,0,0,0.021909008,0,0.20638457,0.052063446,0.07952626
0,0,0,0.09072778,0.34187302,0,0,0,0.28787228,0.26134238
0.19272843,0,0,0.0406182,0,0.03015148,0,0,0,0.72838956
0,0,0,0,0.28562695,0,0.017410982,0.30469903,0.35452732,0.033002302
0.1776524,0,0,0.012800955,0.17839766,0,0,0.23977016,0.24679242,0.14020248
0.12796587,0,0,0.063962065,0,0,0,0.15373331,0.41681302,0.23102824
0.051167876,0,0.012207421,0.014877858,0,0,0,0.25247037,0.17745836,0.48732007
0,0,0,0.01587291,0,0,0,0.52025896,0.24322036,0.21439506
0,0,0,0,0,0.048538268,0,0.42646658,0.101325005,0.41615534
0.03168423,0,0,0.06149731,0,0.02141879,0,0.29700702,0.5279317,0.057512194
0.07216396,0.020623673,0,0.14979208,0,0,0,0.23183453,0.2060254,0.31200656
0,0.02040499,0,0.18428333,0.23267032,0,0,0,0.5498285,0
0,0,0,0.17753513,0.22749661,0,0,0,0.09149198,0.49214813
0.17234713,0.17960282,0,0.052772935,0,0,0,0.09838337,0.23251274,0.26070774
0,0,0,0,0,0,0.09390956,0.448171,0.09976623,0.34450707
0,0,0,0.061883673,0,0,0,0.18378252,0.25982058,0.48798716
0,0,0,0.18603833,0,0,0,0.19231118,0.28999725,0.32212633
0,0,0.025760708,0.13852338,0.14916106,0,0,0,0,0.6722474
0.07144671,0,0,0,0,0,0,0.28382075,0.21665263,0.42066103
0.05094187,0,0,0,0.1015401,0,0.040010303,0.58111566,0.22083062,0
0,0,0,0.32791775,0.20666416,0,0,0.2578639,0,0.19955142
0.12728433,0,0,0,0,0.063684925,0,0.48618215,0.046676792,0.26966637
0.24578588,0.044859484,0,0.05397272,0,0,0.12854245,0.23628862,0.19068635,0.09574859
0.022243587,0,0,0.070774496,0.045019303,0,0,0,0.26385343,0.59295243
0,0.059826095,0,0,0.21348941,0,0,0.3581084,0,0.3565581
0.028565157,0,0.08191696,0.043449555,0.16217142,0.076799184,0,0.3078337,0.043740086,0.25435972
0,0.08164679,0,0.103488185,0.4548871,0,0,0.3510152,0,0
0.3136726,0,0,0,0.045210455,0,0,0,0.3675566,0.26417458
0,0.3543689,0,0,0,0,0.057379805,0.2763313,0,0.30552858
0,0,0,0.018799582,0.16596608,0,0.16712111,0.43745464,0,0.20455876
0,0,0,0.12937117,0.07090968,0,0,0.11542194,0.38982254,0.28520554
0.0560078,0,0.10252271,0.35198835,0,0,0,0,0,0.47447586
0,0,0,0,0.36724564,0,0.07232978,0,0,0.54745317
0,0,0,0.037844133,0.32576934,0,0.11640972,0,0,0.5098011
0,0,0,0.14580955,0.1687452,0,0,0,0.06829061,0.60393023
0,0,0,0.020844106,0,0,0,0,0.53692794,0.43398744
0.04172965,0,0,0,0,0,0.030997794,0.4161734,0.3025902,0.2037808
0.078931235,0,0,0.01907713,0,0,0.019427717,0.37274647,0.1682244,0.33758852
0,0,0,0,0.03551849,0,0,0.3577354,0.5957999,0
0,0,0,0.05728251,0.059363034,0.030494712,0.34028527,0.35687494,0.15042931,0
0,0,0,0,0,0,0,0,0.15438323,0.8122699
0,0,0,0.15996537,0,0,0,0,0.32067463,0.5056186
0,0,0.040392753,0.020506095,0,0,0,0.5800691,0.35080022,0
0.03776714,0,0,0,0.07523971,0.030119626,0,0.20128156,0.6490884,0
0.18301968,0,0.01670485,0,0,0,0,0.48382166,0.12970857,0.1793838
0.17204434,0.012879175,0,0.26868463,0.15128392,0,0,0.2249419,0.16451044,0
0,0.014420976,0,0.018689029,0.26857275,0,0,0.20173818,0.48961565,0
0.042941757,0,0,0,0.37687546,0,0,0.41657525,0.15760404,0
0.022140345,0,0,0.0746772,0,0,0.06652592,0.3641204,0.2105287,0.2579221
0.045474812,0,0,0,0.024049737,0,0.030530816,0.4960965,0.39600793,0
0,0,0.027650882,0.12012095,0.11256303,0,0,0,0.20987679,0.5166281
0,0,0.015895898,0.14465316,0.17958115,0.07872446,0,0.16509685,0,0.40948927
0,0,0,0.30457085,0,0.04712214,0,0.28501645,0.35173318,0
0.38515055,0.03638296,0,0,0,0,0,0.33612326,0.13554889,0.1009749
0.09511803,0,0.019691793,0.021983823,0,0,0,0.0690217,0.62032247,0.16671498
0,0,0,0,0.2792649,0,0,0.3723568,0,0.33708006
0,0,0,0.07531206,0,0,0.0739614,0.3490422,0.105950475,0.3887862
0,0.21039426,0,0,0.16305068,0,0,0.23989311,0.04220011,0.33857727
0,0,0.015994357,0,0.33261484,0,0,0.30800515,0.33205953,0
0,0.20758238,0,0,0,0,0.07499052,0.26088604,0.15415458,0.29865253
0,0,0,0,0.5420911,0,0.016649518,0.15370634,0,0.27974385
0,0,0,0.018916696,0.075156346,0.014565213,0,0.35577178,0.28223675,0.24814776
0.19420955,0.03412449,0,0.026000177,0.0151941,0,0,0.2925501,0.4335029,0
0.09168998,0,0,0.02548815,0,0,0,0.23549384,0.24247395,0.39727578
0.20531899,0,0,0.6712896,0,0,0,0,0.07792302,0.03391596
0.02890321,0.035566583,0,0.020806594,0.10177216,0,0,0,0.5671956,0.23883557
0,0,0.039977953,0.23640078,0,0,0,0.05719747,0.27518257,0.38638315
0,0,0.0432286,0.10573429,0.079790674,0,0,0,0.6586847,0.108962074
0.1074095,0,0,0,0.19576482,0,0.028485242,0,0.3618502,0.295852
0.24717622,0,0,0,0.26254734,0.021963308,0,0.08901272,0.374345,0
0.23485222,0,0.027982248,0,0,0,0,0,0.38608193,0.34567592
0.036403876,0,0.05962733,0.05930783,0.45442137,0,0,0,0.38502747,0
0.075319536,0,0,0.029674655,0.18872748,0.023955954,0.16688521,0.41105813,0,0.102248736
0.25346842,0.03217427,0,0.105982445,0.1816155,0.10828002,0,0.12859893,0,0.18270913
0.33320916,0.016199797,0.042471193,0.037877332,0,0,0,0,0.1700654,0.3969226
0,0,0.019802991,0.45601714,0,0,0,0,0.2157645,0.30459276
0.271966,0,0,0,0.32359922,0,0,0.07445771,0.05897782,0.2633005
0,0,0.020804707,0,0.56399083,0,0,0.032093544,0.013542763,0.3653164
0,0.22027664,0.03156708,0.08383165,0.5898204,0,0,0,0,0.06692312
0.08200548,0,0.030185424,0,0.14856614,0,0.09454521,0,0.5718005,0.0688535
0,0,0.010447225,0,0,0,0,0,0.7813318,0.2016767
0.1182706,0,0.029748943,0.056507632,0,0,0,0.15386437,0.10188943,0.53614515
0.17548597,0,0,0.06657482,0.0831289,0.056859184,0.12012288,0,0.22545028,0.26303962
0.09055464,0,0,0,0,0,0,0,0.286983,0.6150106
0.19105726,0,0,0.011284534,0.28782588,0,0,0,0.3178823,0.18778065
0.24788134,0,0,0,0,0,0,0,0.2868261,0.45775855
0.06188763,0,0,0.033171862,0.19328684,0,0,0.017277518,0.20503595,0.47904646
0,0,0,0.1503056,0.04634976,0,0,0.23338251,0,0.5651208
0,0.32794657,0,0.043314207,0.17319186,0,0,0.24655499,0,0.20498857
0,0,0,0.032019414,0,0,0,0,0.2192774,0.7416301
0,0,0,0.013322641,0.25604168,0,0,0.32548243,0.34185746,0.059979096
0,0,0,0,0.06915382,0,0,0,0.1577786,0.7664607
0.031044403,0,0,0.075755335,0.54551625,0,0,0,0.3418565,0
0.16580532,0,0,0,0.24714433,0,0.08162483,0.28618404,0.035206445,0.17358696
0,0,0,0.07802315,0.06220417,0,0,0.07690581,0.4351841,0.34118488
0,0.010778804,0.020494176,0.016432714,0,0.010996765,0,0,0.5352145,0.40219268
0.021188257,0.03755242,0,0.024984304,0.14837274,0.124465235,0.06436433,0.4494794,0.0792085,0.04212012
0,0,0.013062924,0,0.07882037,0.34110412,0,0.4828768,0,0.077956356
0,0.020809712,0,0.023832247,0.5348355,0,0,0,0,0.41457903
0.030109728,0,0,0.028770719,0.15824726,0,0,0.2565279,0.5138422,0
0,0,0,0.037143316,0.013213369,0,0.061533954,0.2665233,0.28920937,0.32883573
0,0,0,0,0.121989146,0,0.06356356,0.49202004,0.22505684,0.08591536
0,0,0.026377345,0.04769831,0.09466538,0,0,0,0.27326512,0.55149454
0,0,0,0,0.39762622,0,0,0.36713862,0.11850991,0.104316786
0,0,0,0,0.072649375,0,0.012008435,0.13004427,0.5706975,0.20430008
0,0,0,0.045074567,0,0,0,0.5941655,0.18799289,0.16219118
0,0,0,0,0.37540272,0,0,0,0.46329263,0.1556577
0.062448762,0,0.021444581,0,0.35676914,0,0.07425667,0,0.23432547,0.24671046
0.012502831,0.012501157,0.012501157,0.012503901,0.3012581,0.012501188,0.012502294,0.012501498,0.012504105,0.5987238
0,0,0,0,0.3508869,0,0,0,0.252308,0.38472894
0,0,0,0,0,0.035326015,0,0,0.2424385,0.71530145
0.14646886,0,0.010337303,0,0.24482283,0,0,0,0.5907689,0
0,0,0.056356657,0,0.18823099,0,0.020145627,0.31953996,0.25408047,0.15709598
0.0915528,0,0,0.010725525,0.13165233,0,0,0,0.66975826,0.09203458
0,0,0,0,0.033451933,0,0,0,0.8616438,0.09475321
0,0,0.034496874,0,0,0,0,0.20387073,0.6376085,0.11417909
0,0,0,0,0.115307145,0,0,0.14910619,0.5055571,0.22065088
0,0,0.010840153,0,0,0.28384095,0.048773076,0.20747198,0.36205688,0.083128035
0.046809945,0,0,0.038318872,0,0,0,0.07367999,0.6421881,0.19418557
0,0,0,0.071654394,0,0,0,0.13462992,0.4317743,0.3540302
0.07753926,0.033976525,0.056796294,0.03304154,0,0.4357009,0,0.22073933,0.038252637,0.101277016
0,0,0.039634928,0.06486651,0,0,0,0.34192565,0.0808589,0.46327424
0.02402235,0,0,0,0.15377133,0.27216476,0,0.10911637,0.08169361,0.35677534
0.09816387,0,0,0.09811657,0,0,0,0,0.096779056,0.7017518
0.24142964,0.022272428,0,0.029610142,0,0,0,0,0.5577981,0.13945103
0.22025506,0,0.034217507,0.07471254,0,0,0.012981954,0,0.54701835,0.10641277
0.2515877,0,0.027716387,0.037797857,0,0.0270256,0,0,0.49295753,0.15769996
0.18671624,0.024557594,0.035932142,0,0.21224111,0,0,0.058157727,0.35185298,0.12371332
0.14893323,0,0,0.020684414,0.019748306,0,0,0.03135996,0.32500747,0.45048854
0.3587655,0,0.039712958,0.055991407,0,0,0,0.013542399,0.31512406,0.21375144
0.44915703,0,0,0.35412708,0,0,0,0,0,0.18971309
0.09060014,0,0,0.056566678,0,0,0,0,0.79622704,0.050722506
0.27150935,0,0,0.09207895,0,0,0,0.035132498,0.5928121,0
0.3029882,0,0,0,0,0.021812867,0,0,0.4115218,0.25597626
0.13724601,0,0.023044687,0.031008163,0,0,0,0.23483299,0.22585344,0.34375387
0.6099565,0,0,0,0.03965909,0,0.10838626,0,0,0.22181989
0,0,0,0.15184914,0,0,0,0,0.28703472,0.5431581
0.37072644,0.046765644,0,0,0,0,0,0.078430146,0.21345164,0.28428483
0.25184777,0,0,0,0,0.026590532,0,0.053421218,0.26100075,0.39572865
0.37090123,0.028300723,0,0.044309232,0,0.049771752,0.2109089,0.16244534,0.12803398,0
0,0,0,0,0,0,0,0,0.64581114,0.33909094
0.45864198,0.01709459,0,0.020826718,0,0,0,0.06499698,0.11067805,0.32169053
0.12877633,0,0.012226776,0,0,0,0,0,0.080164954,0.772161
0,0,0,0,0,0,0,0,0.5492213,0.43025234
0.11731034,0,0.017666971,0,0,0,0,0,0.41567945,0.44429907
0,0,0.06722701,0,0,0,0.08961997,0,0.68376243,0.1495514
0,0,0,0.021260524,0,0.027731625,0,0.070344806,0.7440891,0.13076326
0.077145875,0.019294444,0.051837593,0.024026737,0,0.04041636,0,0.35600793,0.29603407,0.13189316
0.14049248,0,0,0,0,0,0,0.53555113,0.06737816,0.2478648
0,0,0,0,0,0,0,0,0,0.98361784
0.07206481,0,0,0,0.042138804,0,0,0,0.1356783,0.7469232
0,0,0,0,0.14226943,0,0,0,0.091744,0.75967896
0,0.021149589,0.021697087,0,0,0,0,0.12585315,0.08654848,0.73958516
0.13870999,0.014577884,0,0,0,0,0.028485999,0,0.07465308,0.7369905
0,0,0,0,0,0,0,0,0,0.99042296
0.1404876,0,0,0,0.29052207,0,0,0,0.12046837,0.44390497
0,0,0,0,0,0,0.10346533,0,0,0.8564083
0,0,0,0,0.0298394,0.035737563,0.011182731,0,0.17783663,0.7412358
0,0.011723193,0,0,0.21493475,0,0,0,0.39980462,0.36715057
0,0,0,0,0,0,0,0,0.35463464,0.63245434
0,0,0,0,0.18155503,0.021378072,0,0,0.120179005,0.671276
0,0,0,0,0.2728701,0,0,0,0,0.6995356
0.080036625,0,0.010815716,0.014812158,0.15148424,0.05929966,0,0,0.078857005,0.60313874
0.16879237,0,0,0.022583371,0,0.16451687,0,0.013524869,0.13341948,0.48984542
0,0,0,0,0,0,0,0,0.44652224,0.54266083
0.49761295,0,0,0,0,0,0,0.11738212,0.14762358,0.2244798
0.22600612,0,0,0.03711979,0.050872132,0.16665925,0,0.045669653,0.08699438,0.37875602
0.44342655,0.025772832,0,0.018716652,0,0,0,0.052209154,0.025353473,0.42927518
0.12123229,0,0,0,0,0.019321367,0,0,0.37366074,0.47429195
0.43577686,0.0183727,0,0,0,0,0.066560835,0.09376362,0.15593134,0.22103825
0.15498826,0.0135215055,0,0,0,0.060109396,0,0,0.19412217,0.5709147
0.20041503,0,0,0,0,0.011372887,0,0.052376244,0,0.7199697
0.30273944,0,0,0,0,0,0.01848138,0,0.3455828,0.32407603
0.098119535,0,0,0.09494126,0,0,0,0,0.6396243,0.15874186
0.1555519,0,0,0.024878306,0,0,0,0,0.115752265,0.69923246
0,0,0.011260202,0,0.3189275,0,0,0,0.53245735,0.12852378
0.033357073,0.03336793,0.033356432,0.3664151,0.033358917,0.03336572,0.3667025,0.03336344,0.033356432,0.033356432
0.30839005,0,0,0,0,0,0,0,0,0.6784675
0.3249029,0,0,0.08999985,0,0,0.04046315,0,0,0.540802
0.23955709,0,0,0.015280517,0,0,0,0,0.70447403,0.034421824
0.16744547,0,0.0130526945,0,0,0.14153205,0,0,0.06809389,0.60300297
0,0.05484451,0,0,0,0.026918259,0,0.054980308,0,0.84783006
0.048411187,0,0,0.20755322,0.08126976,0,0,0,0.58651155,0.06829517
0,0,0.05414889,0.0302928,0.03846372,0,0.092719436,0,0,0.77559334
0,0,0.02533049,0.3178223,0.27842078,0,0,0,0,0.36263308
0,0.029689793,0.023470774,0.32894075,0.30855942,0,0,0,0,0.29680476
0.31311944,0.019575447,0,0.023859628,0,0,0.03487602,0.1455635,0.16825384,0.292363
0.2952815,0,0,0.12703195,0,0,0,0,0.48282656,0.08056838
0.023861822,0,0,0.0187116,0.40196785,0.01243753,0,0,0.43685785,0.094229214
0,0,0,0,0.43598068,0,0,0,0.54296297,0
0.22415946,0,0,0.3013272,0.46130317,0,0,0,0,0
0,0,0,0,0,0.19069579,0.5107918,0.10300983,0.051481012,0.13654889
0.068032876,0,0,0,0.0833822,0.010925996,0.5504247,0.110665575,0,0.1711574
0.1865143,0,0,0,0.018416423,0.016436566,0.40442333,0.12625721,0,0.24200134
0.11182434,0,0,0,0.021479866,0.021655694,0.49357155,0.20189749,0.070338674,0.07841547
0.0387135,0.015170184,0,0.019887784,0.025305767,0.011063978,0.5422556,0.15736787,0.048935268,0.14106052
0,0,0,0,0.38460317,0,0.11774254,0.07260215,0,0.41954032
0,0,0,0.019978749,0.21141456,0.061388955,0.19566077,0.055720475,0,0.45416757
0,0,0,0,0.050892696,0.0159151,0.7971853,0.08990339,0.044868626,0
0,0,0,0.022107318,0.021060962,0.13504621,0.44897637,0.055309527,0.09684681,0.21118528
0.026313744,0,0,0,0,0.03317297,0.5346983,0.17052734,0.094026454,0.13980423
0.34769467,0.016027862,0,0.011808207,0,0,0.08195449,0,0.31899777,0.22059062
0,0,0,0,0,0.13564694,0.6253293,0.12035148,0.049913857,0.055154897
0.038598478,0.019053798,0,0.20387542,0.35452038,0,0.037180416,0,0.016983192,0.32774344
0.039501924,0,0,0,0,0.013379606,0.6846444,0.13351549,0.034355044,0.09298179
0.33307064,0.011319515,0.1002838,0.053543806,0.021659952,0.02631221,0,0.012050294,0.02498457,0.4164839
0,0,0,0,0,0.19227001,0.4997628,0.1420788,0.0912965,0.07326731
0.054251723,0,0,0,0,0.06873805,0.549565,0.1037,0.07211076,0.14219925
0.26074833,0.105232604,0,0.21183285,0.024053631,0,0,0.017184626,0.038930938,0.33940157
0.02444461,0,0,0.016685756,0,0.17689878,0.48821655,0.063140236,0.114687525,0.11024386
0,0,0,0.015696546,0,0.15649377,0.5769423,0.16626638,0.024728995,0.05882917
0,0.06997197,0.07121812,0.1410523,0.45025888,0,0.040338453,0.12691458,0.09952278,0
0,0.017033776,0.013905455,0,0.14915176,0.029941374,0.24090901,0.18566126,0,0.36064294
0,0,0.038178086,0.28528833,0.38109684,0,0,0,0.20636167,0.085008904
0,0,0,0.015973262,0.10459362,0.035664063,0.6597801,0.10501667,0,0.07416735
0,0.013975463,0,0,0.019617151,0.015377543,0.7092315,0.029135298,0.044392366,0.16749607
0,0,0,0.08115155,0.078998245,0.041912664,0.6480716,0,0.012507862,0.13463439
0,0.010843998,0,0,0.16238257,0.014543938,0.35539037,0.22741318,0.10210946,0.12576787
0,0,0,0.044767234,0.22316042,0,0.3700471,0.15512502,0.024375323,0.17322916
0,0.027333746,0,0.08699037,0.16868892,0.027949953,0.63809234,0.040104114,0,0
0,0,0,0,0.26584035,0,0,0,0.69609934,0.025522234
0.02142973,0,0,0,0.26954007,0,0.27194232,0.12110838,0.054966733,0.24366392
0,0.012568605,0,0,0.82203835,0,0,0,0,0.15845929
0,0.1466568,0,0,0.6682962,0.018160913,0.0777668,0,0,0.08535135
0.011749007,0,0,0.06275794,0.42559558,0,0.24665742,0,0.037572388,0.20665817
0,0,0,0,0.63298416,0,0.068951696,0.114266455,0.034729637,0.1454401
0,0,0,0.104411684,0.07220217,0,0,0,0,0.80216503
0,0,0,0,0.37692845,0,0.59126836,0.028244853,0,0
0.3660511,0,0,0,0.12258618,0.014088758,0,0.075473264,0.21363914,0.20384794
0,0,0,0.119718775,0.2359838,0,0.03186417,0,0.020848466,0.5850852
0.14572145,0,0,0.16073585,0.018988585,0,0,0.09312435,0.29099986,0.28658074
0,0,0,0.087248474,0.45400614,0.01270144,0.07569085,0.012680616,0.16085654,0.19556385
0,0.088596866,0,0.0530347,0,0.016702352,0,0,0.22919962,0.60891753
0,0,0.015785288,0.21713582,0.09083632,0,0,0,0,0.6715529
0,0,0,0,0.34001064,0,0.09679088,0.057923716,0.038943145,0.45009974
0,0,0,0,0.34356415,0.17063957,0.11337453,0.24455002,0,0.1264778
0.060616326,0,0,0.039401624,0.30151626,0,0.2349739,0.2931446,0,0.061817743
0.023028864,0,0,0.16034426,0.20790692,0,0,0,0.543343,0.05529312
0,0,0,0.028451173,0.12491437,0,0.032333057,0,0.10456581,0.7059452
0.044323217,0,0.028802723,0.014199019,0,0.11341917,0.036013465,0,0.32393482,0.43348917
0.19701271,0,0.010385174,0,0,0.0879346,0,0.24117695,0.4587691,0
0,0,0.046781745,0.31931424,0.15013812,0,0.030810198,0,0.36361346,0.086191155
0,0,0.014501669,0.04440659,0.10702756,0,0,0.20248793,0.34490138,0.28370988
0.026604138,0,0.10712182,0.11294068,0.033890348,0.15673219,0,0,0,0.55978686
0.02428821,0,0,0.07361617,0.42975774,0.0855703,0.10191761,0.065742314,0,0.21646199
0,0,0.022222094,0.04804024,0.112148106,0,0,0,0,0.81419927
0.22095501,0,0,0.030837452,0.08294816,0.03154854,0.02460331,0,0.14904293,0.45760077
0,0,0.023997242,0.24786803,0.32849547,0.028806781,0,0,0.20767397,0.15796201
0.08312713,0,0.056576792,0,0.39452085,0,0.11065286,0.09000064,0.24398482,0.013749031
0,0,0,0,0.2737857,0.2360591,0,0,0,0.48593646
0,0,0.039217845,0,0.3290442,0,0,0,0.3343743,0.2932236
0.037448913,0,0,0,0,0.042606782,0.17651512,0.19830817,0.23545107,0.30714864
0.18762225,0,0,0,0,0,0.12211475,0.14188291,0.18230355,0.35530588
0,0,0.032932132,0,0.3131512,0,0,0.2209444,0.42959905,0
0.20992497,0,0,0,0.10313794,0,0,0.1914752,0.42771307,0.06498203
0.08447547,0,0.023378883,0,0.2691015,0,0,0,0.39619783,0.22377706
0.057319634,0,0.025012026,0,0,0,0,0,0,0.91201985
0.052169874,0,0.025173858,0,0.1452463,0,0.017318197,0,0.3095369,0.44716245
0.05962089,0,0.2024207,0.17725395,0,0.104293644,0.030495077,0.08003074,0.10742489,0.23711863
0.11817216,0,0.019270405,0,0,0,0,0,0.45041817,0.4066327
0.06042454,0,0.06724527,0.17133616,0,0,0,0.06635291,0.17417568,0.45606455
0,0,0.075669095,0.032485146,0.88036835,0,0,0,0,0
0.21763454,0.016452624,0.012198313,0.018744715,0.023393963,0,0.11050695,0.08294088,0.06734954,0.4502962
0,0,0,0.06904053,0.4993425,0,0,0,0.14671722,0.28087193
0.03011755,0,0.036991157,0,0.19297737,0.18760626,0,0,0.51065177,0.0391378
0,0,0,0,0.27904856,0,0,0,0.33219826,0.380797
0,0,0,0,0,0.28454164,0,0,0.16733108,0.5420386
0.0769585,0,0.016816102,0,0,0.20294088,0,0,0.36230835,0.33697167
0.26546296,0,0,0,0,0,0.04798103,0,0.42436853,0.2559952
0.08639063,0.010058374,0.010906152,0,0,0,0,0.09688554,0.30206764,0.49020854
0.04994325,0,0,0,0,0.115348525,0,0,0.3913631,0.43803006
0.15730216,0,0,0,0.18163165,0,0,0,0.36196178,0.2944868
0,0,0,0.013364615,0,0,0,0.05871625,0.38676515,0.53525925
0.014486159,0,0,0,0.287683,0.015902046,0,0,0.67661583,0
0,0,0,0,0.18528044,0,0,0,0.59287363,0.21455239
0,0,0,0.082385965,0,0,0,0,0.034691468,0.8714433
0,0,0,0.06302377,0.090374574,0,0,0,0,0.8377383
0.6116907,0,0,0.043658692,0,0,0,0.13123259,0,0.20716558
0.18353522,0,0,0.02387778,0.15302655,0,0,0.24840507,0.31403947,0.07240116
0.21967587,0,0.07788737,0.14846805,0.019278202,0,0.052660707,0,0,0.47762805
0,0,0,0,0,0,0.103231125,0.09486326,0.13756615,0.6579473
0,0,0,0.03520387,0.06897571,0,0,0,0.02623638,0.8607423
0,0,0,0,0.12129744,0,0,0.17550114,0,0.68926585
0.20094214,0,0,0,0.1498704,0,0,0,0.1605598,0.48209766
0.2298442,0,0,0.03498803,0.24979417,0,0.21273558,0,0.26791757,0
0,0,0,0.13727523,0,0,0.040338676,0.040171597,0.38793325,0.38723338
0,0,0,0,0.27438328,0,0,0,0.7079098,0.012996946
0,0,0,0,0.29616863,0,0,0.049761333,0.56340545,0.08590003
0.3207401,0,0,0.0420522,0.10960688,0.046893384,0,0.18498822,0.21214196,0.08083926
0,0,0,0,0.24308297,0,0.11075523,0.17878722,0,0.4562562
0.29374236,0,0.05833583,0.06036856,0.06765088,0.054621127,0,0,0.17444867,0.28652287
0.23003358,0,0.044703435,0.09972143,0.029663628,0,0,0.025824722,0.24899882,0.3189225
0,0,0,0.2380714,0.016131025,0,0,0,0,0.74014914
0.19061987,0.06226124,0,0.14361186,0.29756406,0.08916998,0,0,0.123710655,0.090278186
0.06173537,0,0,0.055123135,0.024560232,0,0,0.072387,0.26258963,0.5114887
0.02000067,0.020000348,0.22000054,0.020002892,0.020012887,0.02000036,0.020002175,0.020001177,0.020002183,0.61997676
0.1286155,0,0,0.016649116,0.058915917,0.08738015,0.10283118,0.08744713,0,0.5154029
0.21465476,0,0,0.15587148,0,0,0,0,0.25106183,0.36477008
0.4164821,0,0,0,0,0,0,0,0.5434732,0
0.06017092,0,0.045676872,0.18315946,0,0,0,0.20441988,0.4993188,0
0,0,0,0.14949338,0.2770549,0,0,0.5082515,0.056962963,0
0.21824965,0,0.02898951,0.059500493,0.35645843,0,0,0.13855635,0.16744335,0.029615225
0,0,0.1175814,0.24465539,0.12428862,0,0,0,0,0.5034652
0,0.116069674,0,0,0.28782377,0.27112505,0,0.2563821,0,0.061546132
0.26045737,0,0,0.35448647,0,0,0,0.1718218,0,0.20209916
0,0,0,0.09692883,0.15476179,0,0,0.4321653,0.093606755,0.21836789
0,0,0,0.065226495,0.06623163,0,0,0,0,0.85706395
0,0,0,0.1980357,0,0,0,0,0.76995224,0
0.045760848,0,0.03499574,0.06368811,0,0,0,0.23357618,0.08805649,0.5272279
0,0,0.028235726,0.058355853,0,0,0,0.14470676,0.10519718,0.6521331
